name,type_red,type_black,fen,branchs,steps,moves
适情雅趣550局_第235局 勒马停骖.XQF,车马炮兵,车马卒士象全,3ak1b2/4a1P2/4b4/5N3/R3C1p2/9/9/5n3/4r4/3K5 w,1,3,f6d7 e9f9 e5e2
适情雅趣550局_第258局 阴持两端.XQF,双车仕双相,双车卒,3k5/9/9/8p/9/2R3B1r/9/4BA3/6r2/2R2K3 w,1,3,c4d4 d9e9 c0e0
适情雅趣550局_第285局 野马诱虎.XQF,车马炮相,车炮卒双士,3k3r1/4a4/3a5/6N2/9/9/9/4C4/4p2c1/2BR1K3 w,2,3,g6f8 h9f9 d0d7|g6f8 h9h7 f8h7
适情雅趣550局_第316局 移星换斗.XQF,双车双炮双相,双车马炮双卒士象全,4kab2/4a3C/3rb4/n1R4Cc/5R3/1r7/9/4B4/3pp4/2B2K3 w,1,3,h6e6 e9d9 e6e8
适情雅趣550局_第352局 徐母回车.XQF,车炮双兵,车双卒双士象,2ba5/3k3C1/2Pa3R1/2p6/8P/9/9/9/1p2r4/3K5 w,1,3,h7h1 e1h1 d0e0
适情雅趣550局_第380局 退无所归.XQF,马兵,双卒双象,6b2/9/3k5/4P1N2/2b6/9/9/9/3p2p2/4K4 w,1,3,e6d6 d7d8 g6f8
适情雅趣550局_第462局 一恸而绝.XQF,炮兵,单象,4C4/4P4/3k5/9/6b2/9/9/9/9/4K4 w,1,3,e0e1 g5i7 e9b9
适情雅趣550局_第247局 同心赞政.XQF,双车炮双相,双车马卒士,6R2/5k3/5a3/5R3/6p2/9/9/4rC2B/2n6/5KBr1 w,1,4,g9g8 f8f9 g8e8 e2e8
心武残编_020虎帐谈兵变一(红胜).XQF,车双兵双相,多卒士,4k4/9/3aP3P/9/9/4R4/2pp5/4B1p2/4pp3/3K2B2 w,1,5,e4h4 d7e8 h4h8 e8f9 h8b8
烂柯神机_一战胜齐.xqf,车双炮,车炮多卒士,5kc2/3r3R1/5a3/4p4/8C/7C1/9/9/3p1pp2/4K4 w,1,5,h8f8 f9f8 i5f5 f8e8 h4e4
烂柯神机_三子争先.xqf,马三兵,车卒双士,1r1k5/2P1aP3/3aPN3/9/9/9/9/9/4p4/3K5 w,1,5,c8d8 d9e9 e7e8 d7e8 d8e8
烂柯神机_中权扼要.xqf,车马炮兵,车炮双卒双士象,4k4/1R2a4/4baP2/3N5/9/9/9/9/2cpp1r2/3C1K3 w,1,5,b8e8 e9d9 d6b5 d1d0 b5c7
烂柯神机_善探骊珠.xqf,马炮双兵,双马多卒双士,4k4/3P1P3/3a1an2/n8/9/9/4CN3/9/3pp1p2/5K1p1 w,1,5,f3e5 f7e8 e5d7 e8d7 f8e8
烂柯神机_射马擒王.xqf,双车马双炮兵,车马多卒双士象,3ak4/3Pa4/r3b2n1/3NpRR2/6p2/6C2/9/4C4/4p1p1p/5K3 w,1,5,e2e7 e8f7 d8e8 e9f9 f6f7
烂柯神机_照顾不周.xqf,车炮,车炮卒双士,3ak4/4a4/9/2R6/9/9/9/9/2Cr2p2/4K1c2 w,1,5,c6h6 e9f9 h6f6 e8f7 f6f7
烂柯神机_白虹贯日.xqf,马双兵,马双卒双士,5k3/3Pa1P2/3a3n1/6N2/9/9/9/9/2p2p3/4K4 w,1,5,d8d9 e8d9 g8f8 h7f8 g6h8
烂柯神机_直入巢穴.xqf,马炮三兵,炮三卒士象全,3a5/2P1a2C1/3k5/2NcP4/2b3b2/6P2/5p3/9/4p2p1/5K3 w,1,5,c8d8 d6d8 e6e7 c5e7 c6e5
烂柯神机_能识先机.xqf,双马炮双兵,马三卒士象,5a3/3knP3/4b4/3PC4/3NN4/9/9/9/3pp1p2/5K3 w,1,5,d6d7 d8d9 e6d6 d9e9 f8f9
烂柯神机_脱颖而出.xqf,双车马炮,双车炮双卒双象,6b2/5k3/5cR1b/6N2/9/9/9/4C1p2/3rRpr2/4K4 w,1,5,e2f2 g2f2 g7g8 f8f9 g8f8
烂柯神机_运实于虚.xqf,车马兵,车双马卒士,4ka3/3Pn4/5R3/5N3/9/9/1r1n5/9/4p4/3K5 w,1,5,d8d9 e9d9 f7d7 d9e9 f6g8
烂柯神机_闲中得利.xqf,车炮双兵,车马双卒士象,4ka3/2P1n4/4b4/4C4/4r4/9/2p1P2p1/9/9/2R2K3 w,1,5,c0b0 e5e6 c8d8 e6d6 b0b9
烂柯神机_项伯舞剑.xqf,车马三兵,多卒双士象,3aR4/4a1P2/b2kN4/2P1p1P2/9/9/9/6p2/3pp4/5K3 w,1,5,e9d9 e8d9 e7f9 d9e8 c6d6
适情雅趣360局_倚宫望子.XQF,双车马炮,双车双马卒双士象,4ka1n1/3Ra4/3nb4/7N1/9/6C2/9/9/2r2p2r/3RK4 w,1,5,g4g9 e7g9 h6f7 d7f8 d8d9
适情雅趣360局_单骑困敌.XQF,马兵,车双士,3ar4/4a4/1N3k3/6P2/9/9/9/9/9/4K4 w,1,5,g6g7 f7f8 g7g8 f8f9 b7d8
适情雅趣360局_开门延敌.XQF,车马双炮双兵仕双相,双车马三卒,CnC1k4/9/7P1/4p4/9/p5B1r/1R4Pr1/4BAN2/6p2/5K3 w,1,5,c9c4 e9e8 c4e4 e8f8 b3f3
适情雅趣360局_毙马仆途.XQF,车马双炮,双车马炮卒士,3a3nC/1R4c2/2C1k2r1/9/9/2r4N1/9/9/4p4/3K5 w,1,5,h4g6 e7f7 b8f8 h9f8 i9f9
适情雅趣360局_目视横流.XQF,双车马炮双兵,车马卒双象,4k4/3P3P1/b2N3R1/8r/2b6/9/9/3n5/4p4/C1R2K3 w,1,5,h7e7 c5e7 d8e8 e9e8 c0c8
适情雅趣360局_退无所归.xqf,马兵,双卒双象,6b2/9/3k5/4P1N2/2b6/9/9/9/2p2p3/4K4 w,1,5,g6f8 d7d8 e6d6 c1d1 d6d7
适情雅趣360局_雌鸡化雄.xqf,双车马双炮双兵仕双相,双车马炮双卒士象全,2bak1r2/3Pa4/4bC3/N6R1/p8/3R2B2/4P1n2/2C6/2r3p2/c1BAK4 w,1,5,a6c7 c1c2 d8d9 e9f9 h6h8
适情雅趣550局_第013局 目视横流.XQF,双车马双兵,双车马卒双象,4k4/3P2P2/b2N2R2/7r1/2b6/9/9/3n5/4p3r/2R2K3 w,2,5,g7e7 c5e7 d8e8 e9e8 c0c8|g7e7 c5e7 d8e8 e9d9 d7b8
适情雅趣550局_第042局 参辰卯酉.XQF,车马炮多兵双相,车马双卒双士,3ak4/2n1aP3/2P6/6p2/9/6P2/2P6/C1N1BK3/6p2/R1B1r4 w,1,5,a2a9 c8a9 c0a2 e0a0 e2c0
适情雅趣550局_第066局 见危致命.XQF,双车双马,双车炮卒士象全,1rbak3r/1N1Ra4/cR2b1N2/9/9/9/9/9/5p3/4K4 w,1,5,d8d9 e8d9 b7e7 c9e7 b8d7
适情雅趣550局_第145局 开门待战.XQF,车马双炮双兵仕双相,双车马多卒,CnC1k4/9/7P1/4p4/p5p2/6B1r/1R4Pr1/4BAN2/6p2/5K3 w,1,5,c9c4 b9c7 c4e4 e9d9 b3d3
适情雅趣550局_第253局 毙马仆途.XQF,车马双炮,双车马炮卒士,3a3nC/1R4c2/2C1k2r1/9/9/r6N1/9/9/4p4/3K5 w,2,5,h4g6 e7f7 b8f8 h9f8 i9f9|h4g6 e7f7 g6e5 f7e7 e5d7
适情雅趣550局_第337局 大车无輗.XQF,双马双兵仕相全,双车卒士,3a5/2N4N1/1r1k5/2P6/9/9/3r4P/4BA3/3pA4/2B1K4 w,1,5,h8f9 d9e8 c8e7 e8f9 e7f9
适情雅趣550局_第354局 一虎下山.XQF,马双兵双相,车双卒双士,9/3Pak1P1/5a3/9/4N4/9/9/4B4/1p2rp3/2BK5 w,1,5,h8g8 f8f9 d8d9 e8d9 e5d7
适情雅趣550局_第372局 兵势无常.XQF,车炮兵双相,双车卒,8r/5k3/r8/p8/9/4R4/P8/4C3B/9/4K1B2 w,1,5,e2f2 i9i7 e4f4 i7f7 e0f0
适情雅趣550局_第389局 羸羊触角.XQF,车兵,车卒士,4k4/3Pa4/4r4/9/9/7p1/9/5R3/5K3/9 w,1,5,f2f4 h4h3 f4f3 h3h2 f3h3
适情雅趣550局_第410局 威震华夷.XQF,单车,多卒双士,4ka3/4a4/9/9/4R4/9/pp5pp/9/9/4K4 w,1,5,e5b5 e9d9 b5d5 d9e9 d5d3
适情雅趣550局_第443局 日月交蚀.XQF,炮兵,炮双士,2cCka3/3Pa4/9/9/9/9/9/9/9/4K4 w,1,5,e0e1 c9b9 d9c9 b9b7 c9c7
心武残编_030弹琴退敌变三(红胜).XQF,双车双炮兵相,双车三卒士象全,2b1k4/2PRaR2r/3ab3r/4C4/9/6B2/9/1p2C4/4pp3/3K5 w,1,7,g4i2 i7h7 i2g0 i8i0 f8e8 d7e8 d8d9
湖涯集_声势相依.XQF,双车炮相,双车双卒,9/8C/4k4/6p2/p8/3R5/9/3RB4/r3r4/3K5 w,1,7,i8i0 e1i1 i0e0 a1e1 d4e4 e7f7 e4e8
烂柯神机_一鼓成功.xqf,双车炮双兵,双车双卒士双象,3P1kb1R/2P1a4/2R1b4/2C6/9/9/9/3r1p3/4K4/3p1r3 w,1,7,i9g9 e7g9 c7f7 e8f7 d9e9 f9f8 c6f6
烂柯神机_二马盘宫.xqf,车双马炮,双炮三卒双士象,Nc2ka3/1Nc1a4/4b4/9/9/5R3/9/4C4/4p1p2/3p1K3 w,1,7,f4f9 b9f9 a9c8 e9d9 c8e7 d9e9 e7g8
烂柯神机_匹马征戎 红胜.xqf,车马炮兵,车炮多卒双士,3R1a3/4ak3/9/3N1P1C1/9/9/9/2rppcp2/9/3K1p3 w,1,7,f6f7 e8f7 h6f6 f7e8 d9f9 e8f9 f6f0
烂柯神机_博望烧兵.xqf,双车双炮仕,双车炮双卒双士象,3a5/2r1ak3/5c2b/5R3/CC7/9/9/5A3/1r1p1p3/4K1R2 w,1,7,g0g8 f8f9 f6f7 f9e9 a5a9 c8c9 g8e8
烂柯神机_去其蝥贼.xqf,车马双兵,车马卒象,3k5/4PP3/4bN3/9/9/9/9/3n5/4r1p2/2R2K3 w,1,7,e8d8 d9d8 f8e8 d8d9 c0c9 e7c9 e8d8
烂柯神机_左右逢源.xqf,车炮兵,车双卒双士,3aR4/4a4/4k4/9/4P4/9/8C/9/2rp1p3/4K4 w,1,7,e5e6 e7d7 e9d9 e8d9 e6d6 d7d8 i3d3
烂柯神机_帅军奏绩.xqf,车马炮兵,双车马双卒,4k4/3P5/4nr3/5NC1R/9/9/9/9/1rp1p4/3K5 w,1,7,i6i9 e7f9 g6g9 f9g7 g9g8 f7f9 d8d9
烂柯神机_引虎归穴.xqf,双车马双炮双兵,双车马双炮三卒象,r2k4r/3CPP3/b4RRC1/N5n2/9/9/9/9/2p1p4/cpc2K3 w,1,7,g7g9 i9g9 f7a7 a9a7 h7d7 a7d7 a6b8
烂柯神机_快意而毙.xqf,车马双炮,车双马炮三卒士象,3k1a3/9/3rb1n2/4NR3/4CC3/9/2p6/2n6/3p1p3/2c1K4 w,1,7,e6c7 d9d8 f6f8 g7e8 c7b9 d8d9 f8f9
烂柯神机_海底擒龙.xqf,车炮双兵,炮多卒双士,9/3R1PC2/3aka3/4p1P2/9/9/5p3/9/3pp2p1/5K1c1 w,1,7,g6f6 f7e8 g8g9 d1d0 g9e9 e8f9 f6e6
烂柯神机_深入其阻.xqf,车双马炮,双车卒,3k5/4R4/4N1r2/9/9/2N5C/9/9/3r1p3/4K4 w,1,7,e8e9 d9d8 e9d9 d8e8 i4e4 e8e7 c4e5
烂柯神机_炎炎者灭.xqf,车炮双兵,双车双马多卒士,9/3Pnr3/3ak1r2/5RC2/4n4/5pP2/5p3/9/4p2p1/5K3 w,1,7,f6e6 e7f7 e6e7 f7e7 g6b6 g7g4 b6b7
烂柯神机_物换星移.xqf,车马炮双兵仕,炮多卒双象,5kb2/4P2c1/4b4/3NP4/9/9/9/5A3/ppp3R1C/3K1p3 w,1,7,g1g9 e7g9 i1f1 h8f8 e8f8 f9e9 d6c8
烂柯神机_玲珑小谷.xqf,车双马相,炮双卒士双象,1Nb1k4/1cR1a4/b8/7N1/9/2B6/9/9/4p1p2/5K3 w,1,7,h6g8 e9d9 c8c9 d9d8 c9c8 d8d7 c8d8
烂柯神机_直捣中坚.xqf,马炮兵,双卒,9/4k4/9/4P4/4N4/9/9/8C/2p1p4/3K5 w,1,7,e6e7 e8f8 e5g6 f8f9 g6h8 f9e9 i2e2
烂柯神机_羊肠转战.xqf,车马双炮兵,双车双马炮多卒双士象,3k4C/2P1a4/3nba1RN/7r1/7n1/7p1/7p1/7pC/1crp1p3/4K4 w,1,7,h7h9 e7g9 h9g9 d7e9 g9e9 d9e9 i7h9
烂柯神机_车马相须.xqf,车马,三卒士,4k4/4a4/9/9/9/2N1R4/9/6p2/3pp4/5K3 w,1,7,c4d6 e9d9 e4d4 e8d7 d6f7 g2f2 d4d7
烂柯神机_通往无前.xqf,车双炮兵双仕,车马炮卒双士象,3ak1b2/9/3a1R3/9/9/1C4P1p/1c6n/4C4/4A1r2/3A1K3 w,1,7,b4e4 b3e3 e4e8 g9e7 e8e3 d9e8 f7f9
烂柯神机_逼贼入港.xqf,车炮双兵,炮三卒双士象,5Pb2/3kaP3/3a4c/3R3C1/9/9/9/9/2p1pp3/3K5 w,1,7,d6d7 e8d7 h6h8 d8d9 f9e9 d9e9 h8h9
烂柯神机_风驰电掣.xqf,双车马炮双兵,双炮卒士双象,5k3/4P4/b1Rcba3/3N5/9/C1R6/2P6/9/4p4/4cK3 w,1,7,c7c9 e7c9 c4c9 a7c9 a4f4 f7e8 d6f7
适情雅趣360局_一骑困魏.XQF,马炮兵相,车马卒双士象,r4kb2/4a1P2/1n3a3/4N4/9/9/9/4C4/4p4/2BK5 w,1,7,g8f8 f9e9 f8f9 e9f9 e6g7 f9f8 e2f2
适情雅趣360局_五丁凿路.xqf,双车马双炮相,车双马双炮双卒士象全,2bak4/C2Ra4/N3b4/1C5n1/8R/3n5/9/B8/c1rp1p3/4Kc3 w,2,7,d8e8 d9e8 b6b9 e8d9 i5i9 e9e8 b9b8|d8e8 e9e8 a7c8 a1a8 b6b8
适情雅趣360局_以兵服人.xqf,车兵,车卒,9/2P1k4/5R3/4p4/4r4/9/9/9/5K3/9 w,1,7,f7d7 e5f5 f1e1 e6e5 c8d8 e8f8 d7e7
适情雅趣360局_兔游月窟.xqf,车兵双相,车卒双士,6R2/3P1k3/3a1a3/9/9/2B6/9/B1r6/5p3/4K4 w,1,7,g9g8 f8f9 d8d9 f7e8 d9e9 f9e9 g8g9
适情雅趣360局_入穴取虎.XQF,车马炮,双车马卒双士,3k1a3/9/3a5/3rRN2C/9/9/9/6n2/3p1r3/4K4 w,1,7,e6e9 d9d8 e9d9 d8d9 i6d6 d7e8 f6d7
适情雅趣360局_匿影避形.xqf,车马双炮双相,车马双炮双卒双士象,3ak1b1N/9/2n1ca3/3R1C3/9/9/9/C3B4/c3p2p1/1rB2K3 w,1,7,i9g8 e9e8 f6h6 e8f8 d6d8 f8f9 d8e8
适情雅趣360局_变起萧墙.XQF,车马炮,车双马卒士象,9/n1rk5/1R1ab4/3N5/9/1C7/9/3n1p3/9/5K3 w,1,7,b7d7 d8e8 d7d8 e8e9 d6f7 e9f9 b4f4
适情雅趣360局_吐胆倾心.XQF,车马炮兵,双车马双士,3a1k3/3P5/2r2a3/6N1n/9/6R2/9/4C4/4r4/5K3 w,1,7,g6e7 c7e7 g4g9 f9f8 d8e8 d9e8 e2f2
适情雅趣360局_开窗邀月.xqf,双车双炮仕,车双马炮双卒双士象,1n1k1a3/R8/3ab4/2R1p4/9/6C2/9/4C4/3pArn1c/4K4 w,1,7,c6c9 e7c9 a8d8 d9d8 g4d4 d7e8 e2d2
适情雅趣360局_患在几席.xqf,双车双炮双仕相,车双马双炮卒士象全,2Rakc3/4aR3/4b1n2/4C4/6b2/9/4c4/2n1B3C/1r2A1p2/4KA3 w,2,7,f8e8 g7e8 i2i9 f9f5 i9d9 b1b0 d9d0|f8e8 g7e8 i2i9 f9f5 i9d9 e9f9 d9d8
适情雅趣360局_手探月窟.xqf,双车炮双兵仕相全,双车马炮双卒士象全,4kabn1/R3a4/4b1P1r/9/9/2P6/9/1R1pBC3/2r3p2/3AKABc1 w,1,7,a8d8 e8d9 b2b9 f9e8 f2f9 h9g7 f9d9
适情雅趣360局_投命谁门.XQF,车马炮兵仕相,双车马炮卒士象,2bk4C/9/3a5/5cN2/9/9/8P/6n1B/2r2p3/1R2KA2r w,1,7,g6f8 d7e8 b0d0 d9e9 f8h9 f6f9 h9f8
适情雅趣360局_曲突徙薪.XQF,双车马仕,双车双卒双士,3a1k3/4a1R2/5rNr1/9/6R2/9/9/9/3p1p3/3AK4 w,1,7,g8g9 f9f8 g9f9 e8f9 g7h9 h7h9 g5g8
适情雅趣360局_步设陷井.xqf,双车马,双车马炮卒双士,3a1a3/3k3c1/1n2RN3/5r3/8R/9/9/9/3r1p3/4K4 w,1,7,e7e8 d8d7 e8d8 b7d8 f7e9 f9e8 i5i7
适情雅趣360局_爱身待时.xqf,双炮兵相,车三卒双士象,2bk1a3/5P3/3a5/1C2p1C2/9/9/9/4B4/1p2r1p2/3K5 w,1,7,g6g9 d9d8 g9g3 d8d9 f8f9 d9d8 g3e3
适情雅趣360局_登高履险.xqf,双车双炮兵,双车马双卒双象,2R1C4/C2Rnk3/4b3b/9/2r6/4P4/3p5/9/4rp3/3K5 w,2,7,c9c5 e7c5 d8d3 f8f9 a8a9 f9e9 d3d9|c9c5 e7c5 d8d3 f8f7 d3f3
适情雅趣360局_石燕拂云.xqf,马炮双兵相,双炮三卒双士象,4ka3/4aPN2/8b/7Cp/9/2P6/9/4B4/2p3p1c/4K3c w,1,7,h6h9 i7g9 f8e8 e9d9 h9f9 i1h1 g8e9
适情雅趣360局_肉袒负荆.XQF,双车马兵双仕相,车双卒士象全,4ka3/R3a4/b2rb4/4P2N1/9/9/9/3AB4/4pp3/1R1K1A3 w,1,7,a8d8 d7d8 h6g8 e9d9 b0b9 a7c9 b9c9
适情雅趣360局_闭门却轨.xqf,车马双炮,车三卒士象全,2ba1k3/4a1R2/4brN2/9/9/9/1C7/6p2/3p4p/4K3C w,1,7,g8g9 f9f8 b3b8 e8d7 g9f9 f8e8 f9f7
适情雅趣550局_第017局 退闲式步.XQF,车双炮兵仕,双车马双炮三卒双士象,C3ka3/4aP1r1/nR2c4/p8/6b2/9/9/2C6/3p1p3/c1rAK4 w,1,7,b7b9 e8d9 f8e8 f9e8 b9b0 a7b9 c2c9
适情雅趣550局_第039局 博望烧屯.XQF,车马双炮相,车双马双炮卒士象全,2bak1b2/4aR2C/6N1n/9/9/9/5c3/4BC3/3p1r1n1/4K2c1 w,1,7,i8i9 i7h9 f8f9 e8f9 i9g9 f9e8 g7f9
适情雅趣550局_第053局 开窗邀月.XQF,双车双炮仕,车双马炮卒士象全,1n1k1a3/R8/b2ab4/2R6/9/6C2/9/4C4/3pArn1c/4K4 w,2,7,c6c9 a7c9 a8d8 d9d8 g4d4 d7e8 e2d2|c6c9 e7c9 g4g9 f9e8 a8d8 d9d8 e2d2
适情雅趣550局_第068局 鸿门碎斗.XQF,双车马双炮,双车马卒双士,2Ck1a3/2R1aR3/9/5N3/r8/r8/9/3C5/4p1n2/3K5 w,1,7,f6d7 a5d5 f8f9 e8f9 d7f8 d9e9 f8d9
适情雅趣550局_第082局 祸不单行.XQF,车马炮兵,车马双卒士,4k4/4a4/2P5n/5N3/9/5R3/9/9/2p2p2r/C3K4 w,1,7,f6d7 e9d9 a0d0 c1d1 f4f9 e8f9 d7f8
适情雅趣550局_第084局 双蜓点水.XQF,双马炮兵,马三卒象,1C3k3/1N2P4/1nN1b4/9/9/9/9/4p4/3p1p3/4K4 w,1,7,c7d9 e7c9 e8f8 f9e9 d9c7 c9e7 b8d7
适情雅趣550局_第092局 五丁凿路.XQF,双车马双炮双相,车双马双炮双卒士象全,2bak4/C2Ra4/N3b3R/1C5n1/9/2Bn5/9/B8/c1rp1p3/4Kc3 w,5,7,i7i9 e8f9 d8e8 d9e8 b6b9 e8d9 a7c8|i7i9 e8f9 d8e8 d9e8 b6b9 c9a7 a8a9|i7i9 e8f9 d8e8 e9e8 a7c8 a1a8 b6b8|d8e8 d9e8 b6b9 e8d9 i7i9 e9e8 b9b8|d8e8 e9e8 a7c8 a1a8 b6b8
适情雅趣550局_第101局 震惊百里.XQF,双车炮兵双相,双车卒士象,R1bak2CR/5P3/9/9/9/1rB6/9/9/4p3r/5KB2 w,1,7,h9d9 i1i9 a9c9 b4c4 d9i9 c4c9 i9c9
适情雅趣550局_第103局 双鹭窥鱼.XQF,车双马兵,双车卒双士,3ak3N/4aP3/8R/1rr5N/9/9/9/9/5p3/4K4 w,2,7,f8f9 e9f9 i7f7 e8f7 i6h8 f9f8 i9h7|f8f9 e9f9 i7f7 f9e9 i9g8
适情雅趣550局_第112局 飞鲸吞钓.XQF,双车马双炮双仕相,双车双炮卒士象全,2bak4/C3a2NR/4b4/9/6p2/1C2c4/9/4B4/1r2A1c2/3RKAr2 w,2,7,h8f7 e8f7 d0d9 e9d9 a8a9 c9a7 b4b9|h8f7 e9f9 i8f8 f9e9 f8e8 e9e8 b4b8
适情雅趣550局_第124局 王俭坠车.XQF,双车双马兵,双车炮三卒士象全,3k1ab2/2R3N2/1r1a2R1b/4p4/2p1c1P2/9/N8/9/4r1p2/3K5 w,2,7,c8b8 b7a7 g7f7 f9e8 g8e7|c8b8 b7a7 g7f7 e1f1 g5f5 f9e8 g8e7
适情雅趣550局_第126局 叶落归秋.XQF,车马炮双仕,双车马炮卒士象全,2ba2n2/4ak3/4b4/4R4/4N4/9/9/5C3/3rAp3/c1rAK4 w,2,7,e6f6 e8f7 f6g6 f8e8 g6g8 e8e9 e5f7|e6f6 e8f7 f6g6 f7e8 g6g8 f8f9 e5f7
适情雅趣550局_第137局 匹马平胡.XQF,双车马炮兵相,双车马炮卒士象全,3k1a1R1/9/2cab4/2n1R4/2b6/4P4/3N5/3CB4/1r1p4r/4K4 w,4,7,d3e5 d9e9 e6e7 c7e7 e5f7 e9e8 h9h8|d3e5 d9e9 e6e7 c6e7 e5f7 e9e8 h9h8|d3e5 d7e8 e6d6 d9e9 d6d9 e9d9 e5d7|d3e5 d7e8 e6d6 d9e9 d6d9 e8d9
适情雅趣550局_第160局 倚闾望子.XQF,双车马炮,双车双马炮卒双士象,3cka1n1/3Ra4/3nb4/7N1/9/6C2/9/9/2r2p2r/1R2K4 w,1,7,g4g9 e7g9 h6f7 d7f8 d8d9 e9d9 b0b9
适情雅趣550局_第161局 远害全身.XQF,车马双炮兵仕,双车炮卒士双象,9/3k5/R2abN2C/C3P4/2b6/9/9/4p4/2r6/cr1AK4 w,2,7,a6d6 d7e8 a7d7 d8d7 e6e7 d7d8 e7d7|a6d6 d8e8 e6e7 e8f8 d6f6
适情雅趣550局_第170局 面缚自首.XQF,车马炮三兵,车双炮双卒双象,6b2/3PR1P1c/3P1k3/7c1/2b3p2/2N6/9/2C6/3p1r3/4K4 w,1,7,e8f8 i8f8 d7e7 c5e7 c4d6 h6e6 c2c7
适情雅趣550局_第189局 闭门扫轨.XQF,车双马双炮,车三卒双士象,3a1k3/4a1R2/4brN2/1N7/9/9/9/1C4p2/3p4p/4K3C w,3,7,b2f2 g2f2 i0f0 f2f1 g8e8|b2f2 g2f2 i0f0 d1e1 e0d0 e1f1 f0f2|b2f2 g2f2 i0f0 d1e1 e0e1 f2f1
适情雅趣550局_第194局 步设陷阱.XQF,双车马,双车双马双炮卒双士,3a1a3/3k3c1/1n2RN3/5r3/8R/9/2n6/9/3r1p3/2c1K4 w,1,7,e7e8 d8d7 e8d8 b7d8 f7e9 d9e8 i5i7
适情雅趣550局_第195局 盐车困骥.XQF,马双炮,车马三卒双士象,2bk1a3/9/3a5/7N1/9/9/C7C/1p7/1np2p1r1/4K4 w,2,7,i3i9 f9e8 a3d3 d9e9 h6f7 e9f9 d3f3|i3i9 d9d8 h6f7
适情雅趣550局_第220局 攀辕卧辙.XQF,车双马双兵,车马双炮卒双士,1r2ka3/2P1a2P1/n3N4/4R4/6N2/9/9/9/5pc2/c3K4 w,1,7,g5f7 e8f7 c8b8 b9b8 e7c8 e9d9 e6d6
适情雅趣550局_第223局 军中烈士.XQF,双车双炮仕,双车马卒双士,3akr3/R4r2C/3a5/9/9/9/9/6n2/C2pA4/1R2K4 w,1,7,a8e8 d9e8 e1f2 e9d9 b0b9 d9d8 a1a6
适情雅趣550局_第234局 居中反祸.XQF,双车炮,双车双马卒士双象,2bk5/r3aR3/n1r1b4/9/9/6R2/9/3n5/4p4/1C3K3 w,2,7,g4g9 d9d8 f8e8 d8e8 g9g8 e8e9 b0b9|b0b9 d9d8 f8e8 d8e8 g4g8
适情雅趣550局_第236局 怀春育孕.XQF,双车炮兵,双车卒士象全,2b1k1b2/3Ra4/2r2a2r/6R2/4P4/7C1/9/9/4p4/5K3 w,2,7,h4h9 g9e7 g6g9 e8f9 d8e8 f7e8 g9f9|h4h9 g9e7 g6g9 e8f9 d8e8 e9e8 g9g8
适情雅趣550局_第250局 惊心破胆.XQF,双车马双炮,双车卒双士,2rak1C2/5R3/3a5/6N2/9/9/9/r3C4/4p4/3K4R w,2,7,g6e7 d9e8 f8e8 d7e8 e7g8 e9f9 i0f0|g6e7 a2e2 e7f9
