name,type_red,type_black,fen,branchs,steps,moves
借将杀法示意图03.XQF,双马炮三兵双仕,双马炮卒士象全,2bak4/4a2N1/4b4/3P5/P1Nn4p/2Cn5/8P/5A3/9/3AK2c1 w,1,3,c4c9 e7c9 c5d7
兵的杀法01.XQF,单兵,单士,9/3k5/3aP4/9/9/9/9/9/9/4K4 w,1,3,e0d0 d8d9 e7e8
卧槽马杀法示意图01.XQF,车马双兵仕相全,车马双卒双士象,2P1kab2/4a4/2P6/1N2n4/6p2/5R3/3r5/4BA3/4Ap3/4K1B2 w,1,3,c7d7 e8d7 f4e4
卧槽马杀法示意图11.XQF,车马炮双兵仕相全,车双马炮双卒双士象,N2ak4/4acr2/4b4/p8/9/4P4/P4R1np/2n1B4/5C3/2BAKA3 w,1,3,f3f8 g8f8 a9c8
双将杀法01.XQF,车炮兵,车三卒士象全,2b2a3/3ka4/1R2b4/4P4/9/4r4/9/3C5/4p1p2/3p1K3 w,1,3,b7d7 d8d7 e6d6
双将杀法03.XQF,马双炮,车双卒士象全,C2k1ab2/4a4/3Nb4/9/9/9/9/9/r4p3/C3K1p2 w,1,3,a0d0 a1d1 d7c9
双炮马类(06).xqf,马双炮仕,马炮卒双士象,5a3/4a4/3kb2NC/9/9/9/9/3C5/5p1n1/3AK1c2 w,1,3,h7f6 d7d8 f6d7
双炮马类(07).xqf,马双炮双相,马双炮卒双士象,2bk1a3/4a4/4cc3/2N1C4/9/9/9/4B1n2/5p3/C3K1B2 w,1,3,c6b8 d9e9 a0a9
双车炮类(01).xqf,双车炮,车马卒士象全,1Cbak4/3Ra1R2/4b1n2/9/9/9/9/9/4p1r2/5K3 w,1,3,g8e8 g7e8 d8d9
双车炮类(32).xqf,双车炮双相,双车卒双士象,1R1ak4/1Cr1aR3/4b4/9/9/9/9/B3B4/2r1p4/3K5 w,1,3,f8e8 c8e8 b9d9
双车炮类(40).xqf,双车炮,车炮卒士象全,2r1kab2/3Ra4/4b4/4C4/9/6R2/9/9/3cp4/3K5 w,1,3,d8e8 f9e8 g4g9
双车类(01).xqf,双车仕相全,车炮士象全,2bk1a3/2R3R2/4ba3/9/9/9/3rc4/4B4/4A4/4KAB2 w,1,3,g8d8 d3d8 c8c9
双车错杀法02.XQF,双车炮三兵双仕相,双车炮三卒双士象,1R3ab2/3kaRC2/9/p5p1p/9/2B3P2/P7P/2r6/9/3AKArc1 w,1,3,f8e8 d8d7 b9b7
困毙杀法02.XQF,双炮,将,4k4/8C/9/9/9/9/9/9/4C4/4K4 w,1,3,e1e8 e9f9 e8h8
士的运用01.XQF,炮双兵仕,双车马卒双士,1P3a3/3k1P2r/3a5/9/9/9/9/3A5/5pr2/n2CK4 w,2,3,f8e8 d8d9 b9c9|f8e8 i8e8 d2e1
大刀剜心杀法01.XQF,双车炮,三卒士象全,2b1ka1RC/4a2R1/4b4/9/9/9/9/4p4/3p1p3/4K4 w,2,3,h8e8 e9d9 h9f9|h8e8 e9e8 h9h8
天地炮杀法03.XQF,车双炮仕相全,双车炮卒士象全,4ka3/4a4/4b3b/p2rC4/9/9/4c4/4B2C1/3rA4/2BAKR3 w,1,3,h2h9 i7g9 f0f9
挂角马杀法01.XQF,车马双炮双兵仕相全,车双马炮三卒士象全,3ak1b2/4a4/4bcn2/p3n2rp/2p1N4/2P6/4C1R1P/4B4/4A4/2BAKC3 w,1,3,g3g7 e6g7 e5f7
桔中秘残局谱_双低兵胜单缺象096.xqf,双兵,双士象,3ak4/4aPP2/b8/9/9/9/9/9/9/4K4 w,1,3,g8g9 a7c5 g9f9
残局攻杀谱_双炮马类(06).xqf,马双炮仕,马炮卒双士象,5a3/4a4/3kb2NC/9/9/9/9/3C5/5p1n1/3AK1c2 w,1,3,h7f6 d7d8 f6d7
残局攻杀谱_双炮马类(07).xqf,马双炮双相,马双炮卒双士象,2bk1a3/4a4/4cc3/2N1C4/9/9/9/4B1n2/5p3/C3K1B2 w,1,3,c6b8 d9e9 a0a9
残局攻杀谱_双车炮类(01).xqf,双车炮,车马卒士象全,1Cbak4/3Ra1R2/4b1n2/9/9/9/9/9/4p1r2/5K3 w,1,3,g8e8 g7e8 d8d9
残局攻杀谱_双车炮类(32).xqf,双车炮双相,双车卒双士象,1R1ak4/1Cr1aR3/4b4/9/9/9/9/B3B4/2r1p4/3K5 w,1,3,f8e8 c8e8 b9d9
残局攻杀谱_双车炮类(40).xqf,双车炮,车炮卒士象全,2r1kab2/3Ra4/4b4/4C4/9/6R2/9/9/3cp4/3K5 w,1,3,d8e8 f9e8 g4g9
残局攻杀谱_双车类(01).xqf,双车仕相全,车炮士象全,2bk1a3/2R3R2/4ba3/9/9/9/3rc4/4B4/4A4/4KAB2 w,1,3,g8d8 d3d8 c8c9
残局攻杀谱_车炮兵类(19).xqf,车炮兵,车卒士象全,2bak1r2/4aP3/4b4/4C4/9/2R6/9/9/3p5/4K4 w,1,3,f8e8 d9e8 c4c9
残局攻杀谱_车炮兵类(20).xqf,车炮兵双相,车炮卒士象全,3akab2/6P2/4b3c/9/9/7C1/9/4BR3/2r1p4/2BK5 w,1,3,f2f9 e9f9 h4h9
残局攻杀谱_车马炮类(36).xqf,车马炮,车卒双士,2C1kaR2/4a4/2N6/9/9/9/9/9/3r1p3/4K4 w,1,3,g9f9 e9f9 c7d9
残局攻杀谱_车马炮类(37).xqf,车马炮相,车炮卒双士象,3ak2C1/4a1c2/4b2N1/9/9/9/9/3RB4/2r1p4/3K5 w,1,3,d2d9 e8d9 h7g9
残局攻杀谱_车马炮类(38).xqf,车马炮,车炮双卒士,3akc3/5R3/9/4pN3/8C/9/1r7/9/4p4/3K5 w,1,3,i5e5 d9e8 f8e8
残局攻杀谱_车马炮类(44).xqf,车马炮双相,车炮三卒士象全,2ba1kbRC/2N1a4/9/4p4/4c1p2/9/9/1p2B4/4r4/3K2B2 w,1,3,c8e7 c9e7 h9h8
残局攻杀谱_车马类(25).xqf,车马,车卒双士,3akr3/2R1a4/9/3N5/9/9/9/9/4p4/3K5 w,1,3,c8e8 d9e8 d6c8
残局攻杀谱_车马类(33).xqf,车马,车卒双士,3k5/4a4/1R1a5/7N1/2p6/9/9/9/2r6/4K4 w,1,3,h6f7 e8f7 b7d7
海底捞月杀法03.XQF,车兵,单车,6P2/9/5k3/4R4/9/5r3/9/9/9/4K4 w,1,3,e6e9 f7f8 e9f9
炮的杀法01.XQF,双炮,双士,3k1a3/4a4/9/7C1/9/9/9/4C4/9/4K4 w,2,3,h6d6 d9d8 e2d2|h6d6 e8f7 e2d2
白脸将杀法02.XQF,车炮,车卒士象全,2b1ka3/4a4/4b4/9/9/2R6/9/9/1r1p5/4K1C2 w,1,3,g0g9 e7g9 c4c9
象棋杀着大全_08车兵类_定式01.XQF,车兵双仕,车马双士,4ka3/3Pa4/9/6R2/9/9/9/2nA5/7r1/4KA3 w,2,3,d8e8 f9e8 g6g9|d8e8 e9d9 g6d6
象棋杀着大全_09车炮类_附局1.XQF,车炮,车卒士象全,2b1ka3/4a4/4b4/9/9/2R6/9/9/1r1p5/4K1C2 w,1,3,g0g9 e7g9 c4c9
车炮兵类(19).xqf,车炮兵,车卒士象全,2bak1r2/4aP3/4b4/4C4/9/2R6/9/9/3p5/4K4 w,1,3,f8e8 d9e8 c4c9
车炮兵类(20).xqf,车炮兵双相,车炮卒士象全,3akab2/6P2/4b3c/9/9/7C1/9/4BR3/2r1p4/2BK5 w,1,3,f2f9 e9f9 h4h9
车的杀法01.XQF,单车,双士,3a1k3/4a4/9/9/9/4R4/9/9/9/4K4 w,2,3,e4f4 e8f7 f4f7|e4f4 f9e9 f4f8
车马炮类(36).xqf,车马炮,车卒双士,2C1kaR2/4a4/2N6/9/9/9/9/9/3r1p3/4K4 w,1,3,g9f9 e9f9 c7d9
车马炮类(37).xqf,车马炮相,车炮卒双士象,3ak2C1/4a1c2/4b2N1/9/9/9/9/3RB4/2r1p4/3K5 w,1,3,d2d9 e8d9 h7g9
车马炮类(38).xqf,车马炮,车炮双卒士,3akc3/5R3/9/4pN3/8C/9/1r7/9/4p4/3K5 w,1,3,i5e5 d9e8 f8e8
车马炮类(44).xqf,车马炮双相,车炮三卒士象全,2ba1kbRC/2N1a4/9/4p4/4c1p2/9/9/1p2B4/4r4/3K2B2 w,1,3,c8e7 c9e7 h9h8
车马类(25).xqf,车马,车卒双士,3akr3/2R1a4/9/3N5/9/9/9/9/4p4/3K5 w,1,3,c8e8 d9e8 d6c8
车马类(33).xqf,车马,车卒双士,3k5/4a4/1R1a5/7N1/2p6/9/9/9/2r6/4K4 w,1,3,h6f7 e8f7 b7d7
重炮杀法02.XQF,双炮兵仕相全,马炮士象,3ak1b2/5P3/7c1/2n1C4/9/2B5C/9/4B4/4A4/3AK4 w,3,3,i4f4 h7f7 e6e3|i4f4 c6e5 f4f7|e6e3 h7h4
重炮杀法03.XQF,马双炮兵双仕,双炮双卒双士,5a1C1/4k3C/3a2P2/4N1c2/9/9/2pc5/2p6/4A4/4KA3 w,2,3,e6f8 e8f8 h9h8|e6f8 e8e7 h9h7
重炮杀法04.XQF,马双炮双兵仕相全,双马炮双卒双士象,9/3k5/3a1a3/4C2cN/4n1b1P/4C4/P4pn2/4B4/4A1p2/4KAB2 w,1,3,e6d6 d7e8 e4d4
铁门闩杀法06.XQF,双车马炮双兵仕相全,双车双炮卒士象全,1Rbrka3/2c1a2c1/2R1bP3/4C4/9/4Pr1p1/4N4/4B4/4A4/4KAB2 w,2,3,f7f8 c8f8 c7c9|f7f8 f4f8 c7c8
铁门闩杀法07.XQF,车双炮三兵仕相全,车双炮三卒双士象,c3ka3/4a4/4b4/2pRc2r1/p3C4/2P6/P3P3p/6C2/4A4/2BK1AB2 w,1,3,g2g9 e7g9 d6d9
闷宫杀法05.XQF,车马双炮兵双仕相,车双马炮三卒双士,C1Raka3/6C2/2n3n2/4p3p/9/5rP2/2p1c4/4B4/4N4/3AKA3 w,2,3,c9c8 d9e8 g8g9|c9c7 e9e8
闷宫杀法06.XQF,车马炮兵双仕相,车双马炮卒士象,4ka3/1n2nc3/b3rN3/3R4p/9/9/8P/4C4/4A4/2BAK4 w,1,3,d6d8 b8c6 e2g2
马、炮的杀法01.XQF,马炮,炮三卒,5k3/9/9/9/9/7N1/9/3p5/2p1K2c1/3p1C3 w,2,3,h4f5 h1f1 f5g7|h4f3 h1f1 f3g1
马后炮杀法02.XQF,车马炮双兵仕相全,车马多卒士象全,2baR4/3k3C1/2nab4/p3p2N1/2r5p/4P1p2/8P/9/9/2BAKAB2 w,1,3,e9e8 d8e8 h6g8
马后炮杀法17.XQF,马炮兵相,马炮士,9/3k1P3/2Nac4/9/9/3n5/4C4/9/5K3/2B6 w,1,3,c7b9 d8d9 e3a3
单马类(13).xqf,单马,将,4k4/4N4/9/9/9/9/9/9/4K4/9 b,1,4,e9d9 e8c7 d9d8 c7b9
残局攻杀谱_单马类(13).xqf,单马,将,4k4/4N4/9/9/9/9/9/9/4K4/9 b,1,4,e9d9 e8c7 d9d8 c7b9
第120局 双炮难胜单炮.XQF,双炮,单炮,c8/5k3/9/9/9/9/9/C3K4/9/4C4 w,1,4,e0f0 a9f9 f0h0 f8f7
第178局 一车难胜马双士双低卒.XQF,单车,马双卒双士,2R2a3/3ka4/3n5/9/9/9/9/9/3K1p3/6p2 w,1,4,c9c0 f1f0 c0a0 d8d9
第294局 双车难胜马炮士象全.XQF,双车,马炮士象全,4kab2/4a4/3nb1R2/5R3/9/9/1c7/9/9/4K4 w,1,4,f6f8 b3b8 f8f6 b8c8
铁门闩杀法04.XQF,双车炮多兵仕相全,车双马炮三卒双士象,3aka3/3R5/4bcnr1/p1C6/4pn2p/2P3R2/P3P3P/4B4/4A4/2B1KA3 w,2,4,g4d4 d9e8 c6e6|c6e6 f9e8 g4d4 f7f9
铁门闩杀法08.XQF,车炮三兵仕相全,车双炮卒双士象,2bk1a3/R1P1a4/4c4/2c1C4/9/4p4/P1r5P/4B4/4A4/4KAB2 w,2,4,c8c9 d9e9 a8d8|c8d8 d9e9 a8c8 c9a7
007车马对车兵.XQF,车马,车卒,3k5/9/9/2R6/9/4N4/9/9/3pr4/5K3 w,3,5,e4g5 d9e9 g5f7 e9f9 c6f6|e4g5 d9d8 g5e6 d8e8 e6g7|e4g5 d9d8 g5f7 d8e8 f7g9
018车马对车兵.XQF,车马,车卒,3k5/9/9/6N2/9/2R6/9/5K3/3pr4/9 w,3,5,g6h8 d9e9 h8f7 e9f9 c4f4|g6h8 d9e9 h8f7 e9e8 f7g9|g6h8 e1e3 h8f7 e3f3 f2e2
048车马对车双兵.XQF,车马,车双卒,9/4k4/9/5R3/2N6/9/6p2/9/2p1r4/5K3 w,1,5,c5b7 e8e9 b7d6 e9d9 d6f7
三子归边杀法04.XQF,车马炮,多卒士象全,2bak3C/4a4/4b1N2/9/9/7R1/9/4pp3/3p1p3/4K4 w,1,5,h4h9 e7g9 h9g9 e8f9 g9f9
借将杀法示意图04.XQF,车炮兵双仕,车马士,9/4ak3/5n3/1P3R3/9/6r2/9/9/4AC3/3AK4 w,2,5,f6f7 f8f7 e1f2 g4f4 f1f4|f6g6 f7e5
借将杀法示意图11.XQF,车双炮兵仕相全,车炮双卒士双象,1C1a2bC1/7c1/3k4b/9/4R4/1r3p2p/P8/4B4/9/3AKAB2 w,1,5,e2c4 h8d8 h9d9 d8e8 e5d5
兵的杀法03.XQF,三兵,三卒,3k5/4PP3/5P3/9/9/9/9/9/3p1p3/4K1p2 w,1,5,e8e9 d9d8 f8e8 d8d7 f7e7
单马类(01).xqf,单马,双士,9/4a4/3ak4/N8/9/9/9/9/9/5K3 w,1,5,a6b8 e8f9 b8c6 e7e8 f0f1
单马类(05).xqf,单马,单象,9/9/3kbN3/9/9/9/9/9/9/4K4 w,1,5,f7e5 d7d8 e5c6 d8e8 c6e7
单马类(08).xqf,单马,士象,3a1k3/9/9/3N5/6b2/9/9/9/9/4K4 w,1,5,d6f7 g5e7 f7h8 f9e9 h8g6
单马类(17).xqf,单马,单卒,3k5/9/9/p8/9/9/9/1N7/9/4K4 w,1,5,b2c4 d9d8 c4d6 d8d9 d6b7
卧槽马杀法示意图03.XQF,车马兵,车双卒士象全,3ak1bP1/4a3R/4b4/1N7/9/9/9/2p6/4pr3/3K5 w,1,5,i8f8 f1f8 b6c8 e9f9 h9g9
双炮类(01).xqf,双炮,马双士,3aka3/9/9/6C2/2n6/9/9/4C4/9/4K4 w,1,5,g6e6 c5e4 e6e8 d9e8 e0d0
双炮类(02).xqf,双炮双仕,马炮双卒双士,5n3/3ka4/3a5/8p/5CC1c/9/9/3A5/5p3/4KA3 w,1,5,f5f8 d8d9 g5g9 f9d8 f8f9
双炮马类(08).xqf,马双炮仕相,车卒双士象,3a5/5k3/4ba3/1C1N5/9/9/9/4C4/5p3/2B1KAr2 w,1,5,e2f2 f7e8 d6f7 f8f7 b6f6
双炮马类(09).xqf,马双炮双相,车卒双士,2Ck1a3/4a4/9/5N3/9/9/5r3/3CB4/4p4/3K2B2 w,1,5,f6d7 f3d3 d7b8 d9e9 b8d9
双车兵类(07).xqf,双车兵双相,车炮双卒双士象,9/3kaP3/3ab4/4R4/3Rp4/9/7rc/4B4/4p4/5KB2 w,1,5,f8e8 d8e8 e6e7 e8e7 d5e5
双车双炮类(19).xqf,双车双炮仕双相,车双马炮双卒士双象,C1bakr3/3RC1R2/2n1b4/4p4/6n2/9/9/4B4/6p2/4KABc1 w,1,5,e8e6 g5e6 g8e8 c7e8 d8d9
双车双马类(05).xqf,双车双马仕相全,双车炮卒士象全,1rbak4/1N1Ra4/cR2b1N2/9/9/9/9/4B4/4Ap1r1/2BAK4 w,1,5,d8d9 e8d9 b7e7 c9e7 b8d7
双车炮类(02).xqf,双车炮双仕相,双车马炮士象,3ckr3/4a4/4b4/4C4/9/2RR5/5r3/4B1n2/4A4/4KA3 w,1,5,d4d9 e9d9 c4d4 d9e9 e0d0
双车炮类(03).xqf,双车炮,车双炮卒士双象,2bk5/4aR3/c2cb4/9/9/9/9/1C5R1/2r1p4/3K5 w,1,5,b2b9 d9d8 f8e8 d8e8 h2h8
双车炮类(24).xqf,双车炮双相,车马炮士象全,2b2k3/1R2a2R1/4ba3/4C4/9/9/9/4B3n/6r2/2B2K2c w,1,5,h8f8 f9e9 b8e8 f7e8 f8f9
双车炮类(26).xqf,双车炮相,车炮卒双士象,1C2kab2/4a2R1/2R1c4/9/9/2B6/9/9/4p1r2/5K3 w,1,5,c7c9 e8d9 h8e8 e9e8 c9c8
双车炮类(28).xqf,双车炮,双车士象全,4kabC1/1R2a2R1/4b4/9/9/9/9/9/3r1r3/4K4 w,1,5,h8e8 e9d9 e8d8 d1d8 b8b9
双车炮类(30).xqf,双车炮,车卒双士,2Rak4/3Ra4/9/9/9/9/9/2C6/2p1r4/3K5 w,1,5,c9d9 e8d9 c2c9 d9e8 d8d9
双车炮类(31).xqf,双车炮,车马卒士象全,2bak4/4aR3/4b1n2/6C2/9/8R/9/9/2p1r4/3K5 w,1,5,i4i9 e8f9 i9f9 g7f9 g6g9
双车类(03).xqf,双车,车马士,9/5k3/4ra3/5R3/9/6R2/9/3n5/9/5K3 w,1,5,g4g8 f8f9 g8e8 e7c7 e8e2
双车类(07).xqf,双车仕双相,双车卒,3k5/9/9/8p/9/2R3B1r/9/4BA3/6r2/2R2K3 w,1,5,c4d4 d9e9 c0e0 i4i0 e2g0
双车错杀法08.XQF,双车马双炮双兵仕相全,双车双马双炮双卒双士,2Ca1a3/4k3c/3cC1n2/4rR2p/p8/9/n1Pr4P/N7B/4AR3/2BAK4 w,1,5,f6f8 e8e7 c9c7 d7d0 f1f7
双车错杀法12.XQF,双车马炮双兵仕相全,双车马三卒士象全,1R1a1kb2/2CRa2r1/4b1n2/p1N1p3p/9/2P6/4r3P/4B4/4A4/2B1KA3 w,2,5,c8e8 h8e8 d8d9 f9f8 d9g9|c8e8 g7e8 d8d9 f9f8 d9f9
双车马类(13).xqf,双车马,车炮卒双士,3ck4/1R1Ra4/4Na3/9/9/9/9/9/4p2r1/5K3 w,1,5,d8e8 e9f9 e8d8 f9e9 d8d9
双车马类(14).xqf,双车马,车卒士象全,2b1ka1R1/4aR3/4b4/4N4/9/9/1r7/9/4p4/3K5 w,1,5,f8e8 e9e8 e6g7 e8f8 h9f9
双车马类(15).xqf,双车马,双车卒双士,4k4/2Nra4/5a3/2R4R1/9/9/9/9/3rp4/5K3 w,1,5,h6h9 e8f9 c6e6 f7e8 h9f9
双车马类(16).xqf,双车马双相,双车士象,3rk1b2/1R5R1/5a3/1N7/r8/9/9/4B4/9/2B2K3 w,1,5,b6c8 e9f9 h8f8 f9f8 c8e7
双车马类(17).xqf,双车马相,车炮卒士象全,5ab2/8R/3a1k3/4RcN2/2b6/9/9/4B4/3p1r3/4K4 w,1,5,i8f8 f6f8 e6e7 c5e7 g6e5
双车马类(18).xqf,双车马,车炮卒双士,3ak4/4a2N1/4c4/9/9/1R7/9/9/2p1r4/3K1R3 w,1,5,f0f9 e8f9 h8f7 e9e8 b4b8
双车马类(36).xqf,双车马仕相,双车卒士双象,1R1ak1bR1/2r6/2N1b4/9/6p2/9/9/B3r4/4A4/5K3 w,1,5,h9h8 c8c9 h8f8 d9e8 f8e8
双车马类(38).xqf,双车马,车双卒双士,4ka1r1/4aR1R1/9/9/3N5/9/9/9/4p1p2/5K3 w,1,5,f8e8 e9d9 e8d8 d9e9 d5f6
双马饮泉杀法01.XQF,双马仕相全,马炮士象全,4kab2/1N2a4/N3b4/9/9/9/4c2n1/4B4/4A4/2BAK4 w,2,5,a7c8 e9d9 c8e7 d9d8 e7c6|a7c8 e9d9 c8e7 d9e9 e7g8
双马饮泉杀法03.XQF,双马双仕相,车炮卒士象全,4kab2/1N2a4/4b4/3N5/6p2/9/9/9/4A4/2B1KArc1 w,2,5,d6c8 e9d9 c8e7 d9d8 e7c6|d6c8 e9d9 c8e7 d9e9 e7g8
名手入局22.XQF,双车马双炮多兵仕相全,双车双马双炮多卒士象全,2Rnkabr1/1c2a1c2/4b1n2/p4N2p/2p3p2/4C4/P1P1r1P1P/4C4/9/R1BAKAB2 w,1,5,f6d7 b8d8 c9d9 e9d9 a0b0
困毙杀法03.XQF,马兵,车双士,4ra3/4a4/1P1k3N1/9/9/9/9/9/9/4K4 w,2,5,b7c7 d7d8 c7c8 d8d7 h7f6|b7c7 d7d8 c7c8 d8d9 h7f8
士的运用02.XQF,车炮仕,双车双卒双士,4kr3/4ar3/3a5/8C/9/9/9/6p2/3pA4/1R2K4 w,2,5,e1f2 e9d9 b0b9 d9d8 i6d6|e1f2 e9d9 i6d6 d9e9 b0b9
大刀剜心杀法04.XQF,车炮兵,双炮三卒士象全,2b1ka3/c2Pa3c/4b4/9/7R1/4C4/9/4p4/3p1p3/4K4 w,2,5,d8e8 f9e8 h5h9|d8e8 e9d9 h5d5 a8d8 e8e9
夹车炮杀法01.XQF,车双炮双仕,车双炮双士,3a1k2C/2c1a4/6C2/9/1r7/7R1/9/9/c3A4/3K1A3 w,1,5,h4h9 f9f8 h9h8 f8f9 g7g9
